id,raw_event_id,clean_text,language,translated_text,issue_category,sentiment,urgency,location_text,geo_unit_type,geo_unit_id,trust_score,cluster_id
119,evt_119,"వార్డు 3 లో విద్యుత్ స్తంభం మరమ్మత్తు",te,"Electric pole repaired in Ward 3",electricity,positive,high,Ward 3,ward,ward_3,0.96,cluster_electricity_ward3
120,evt_120,"Garbage segregation introduced in Ward 6",en,"Garbage segregation introduced in Ward 6",garbage,neutral,low,Ward 6,ward,ward_6,0.77,cluster_garbage_ward6
121,evt_121,"Ward 8 me nala saaf, beemari kam",hinglish,"Drain cleaned, disease reduced in Ward 8",drainage,positive,high,Ward 8,ward,ward_8,0.93,cluster_drainage_ward8
122,evt_122,"वार्ड 4 में पानी की टंकी साफ",hi,"Water tank cleaned in Ward 4",water,positive,medium,Ward 4,ward,ward_4,0.80,cluster_water_ward4
123,evt_123,"New road constructed in Ward 1 colony",en,"New road constructed in Ward 1 colony",roads,positive,high,Ward 1,ward,ward_1,0.91,cluster_roads_ward1
124,evt_124,"Ward 7 me transformer replaced",hinglish,"Transformer replaced in Ward 7",electricity,positive,high,Ward 7,ward,ward_7,0.95,cluster_electricity_ward7
125,evt_125,"வார்டு 5-ல் சுகாதார மையம் மீண்டும் திறப்பு",ta,"Health centre reopened in Ward 5",healthcare,positive,medium,Ward 5,ward,ward_5,0.83,cluster_healthcare_ward5
126,evt_126,"Sewage leak fixed in Ward 2",en,"Sewage leak fixed in Ward 2",sewage,positive,high,Ward 2,ward,ward_2,0.89,cluster_sewage_ward2
127,evt_127,"Ward 3 me garbage collection regular",hinglish,"Garbage collection regular in Ward 3",garbage,positive,low,Ward 3,ward,ward_3,0.76,cluster_garbage_ward3
128,evt_128,"Streetlights working in Ward 8 main bazaar",en,"Streetlights working in Ward 8 main bazaar",streetlight,positive,high,Ward 8,ward,ward_8,0.88,cluster_streetlight_ward8
129,evt_129,"Water quality improved in Ward 6",en,"Water quality improved in Ward 6",water,positive,medium,Ward 6,ward,ward_6,0.85,cluster_water_ward6
130,evt_130,"वार्ड 7 में डॉक्टर की नियुक्ति",hi,"Doctor appointed in Ward 7",healthcare,positive,high,Ward 7,ward,ward_7,0.92,cluster_healthcare_ward7
131,evt_131,"Ward 4 me drainage construction completed",hinglish,"Drainage construction completed in Ward 4",drainage,positive,medium,Ward 4,ward,ward_4,0.78,cluster_drainage_ward4
132,evt_132,"Roads in Ward 5 now have proper lighting",en,"Roads in Ward 5 now have proper lighting",roads,positive,low,Ward 5,ward,ward_5,0.74,cluster_roads_ward5
133,evt_133,"Ward 1 me bijli ki wire repair",hinglish,"Electric wire repaired in Ward 1",electricity,positive,high,Ward 1,ward,ward_1,0.86,cluster_electricity_ward1
134,evt_134,"வார்டு 8-ல் குப்பை சேகரிப்பு முறையாக",ta,"Garbage collection regular in Ward 8",garbage,positive,high,Ward 8,ward,ward_8,0.90,cluster_garbage_ward8
135,evt_135,"Sewage flowing openly stopped in Ward 3",en,"Sewage flowing openly stopped in Ward 3",sewage,positive,medium,Ward 3,ward,ward_3,0.84,cluster_sewage_ward3
136,evt_136,"Ward 2 me streetlight repair completed",hinglish,"Streetlight repair completed in Ward 2",streetlight,positive,low,Ward 2,ward,ward_2,0.79,cluster_streetlight_ward2
137,evt_137,"X-ray facility now at Ward 4 health centre",en,"X-ray facility now at Ward 4 health centre",healthcare,positive,high,Ward 4,ward,ward_4,0.87,cluster_healthcare_ward4
138,evt_138,"Water supply contamination resolved in Ward 5",en,"Water supply contamination resolved in Ward 5",water,positive,high,Ward 5,ward,ward_5,0.93,cluster_water_ward5
139,evt_139,"वार्ड 6 में नाली का पानी निकाला गया",hi,"Drainage water removed in Ward 6",drainage,positive,medium,Ward 6,ward,ward_6,0.81,cluster_drainage_ward6
140,evt_140,"Ward 7 me roads pe kachra nahi",hinglish,"No garbage on roads in Ward 7",garbage,positive,high,Ward 7,ward,ward_7,0.88,cluster_garbage_ward7
141,evt_141,"Streetlights installed in Ward 3, accidents down",en,"Streetlights installed in Ward 3, accidents down",streetlight,positive,high,Ward 3,ward,ward_3,0.94,cluster_streetlight_ward3
142,evt_142,"Ward 1 me voltage stabilizer installed",hinglish,"Voltage stabilizer installed in Ward 1",electricity,positive,medium,Ward 1,ward,ward_1,0.82,cluster_electricity_ward1
143,evt_143,"வார்டு 2-ல் சுகாதார பணியாளர்கள் திரும்பினர்",ta,"Health workers returned in Ward 2",healthcare,positive,high,Ward 2,ward,ward_2,0.85,cluster_healthcare_ward2
144,evt_144,"Sewage pipeline replaced in Ward 6",en,"Sewage pipeline replaced in Ward 6",sewage,positive,medium,Ward 6,ward,ward_6,0.80,cluster_sewage_ward6
145,evt_145,"Ward 8 me water tanker regular",hinglish,"Water tanker regular in Ward 8",water,positive,high,Ward 8,ward,ward_8,0.91,cluster_water_ward8
146,evt_146,"Drainage system constructed on Ward 4 roads",en,"Drainage system constructed on Ward 4 roads",roads,positive,low,Ward 4,ward,ward_4,0.77,cluster_roads_ward4
147,evt_147,"Ward 5 me streetlight installation done",hinglish,"Streetlight installation done in Ward 5",streetlight,positive,high,Ward 5,ward,ward_5,0.96,cluster_streetlight_ward5
148,evt_148,"वार्ड 3 में कचरा डंपिंग यार्ड ठीक",hi,"Garbage dumping yard repaired in Ward 3",garbage,positive,medium,Ward 3,ward,ward_3,0.83,cluster_garbage_ward3
149,evt_149,"Diagnostic facilities added at Ward 7 health centre",en,"Diagnostic facilities added at Ward 7 health centre",healthcare,positive,high,Ward 7,ward,ward_7,0.89,cluster_healthcare_ward7
150,evt_150,"Ward 2 me drainage water logging resolved",hinglish,"Drainage water logging resolved in Ward 2",drainage,positive,high,Ward 2,ward,ward_2,0.86,cluster_drainage_ward2
151,evt_151,"Water supply schedule regular in Ward 1",en,"Water supply schedule regular in Ward 1",water,positive,medium,Ward 1,ward,ward_1,0.78,cluster_water_ward1
152,evt_152,"Ward 6 me bijli bill correction done",hinglish,"Electricity bill correction done in Ward 6",electricity,positive,low,Ward 6,ward,ward_6,0.75,cluster_electricity_ward6
153,evt_153,"வார்டு 4-ல் சாலை பழுது முடிந்தது",ta,"Road repair completed in Ward 4",roads,positive,high,Ward 4,ward,ward_4,0.87,cluster_roads_ward4
154,evt_154,"Sewage smell eliminated in Ward 5",en,"Sewage smell eliminated in Ward 5",sewage,positive,medium,Ward 5,ward,ward_5,0.82,cluster_sewage_ward5
155,evt_155,"Ward 3 me streetlight maintenance regular",hinglish,"Streetlight maintenance regular in Ward 3",streetlight,positive,high,Ward 3,ward,ward_3,0.84,cluster_streetlight_ward3
156,evt_156,"Garbage bins installed in Ward 8 public places",en,"Garbage bins installed in Ward 8 public places",garbage,positive,low,Ward 8,ward,ward_8,0.79,cluster_garbage_ward8
157,evt_157,"वार्ड 1 में नाली सफाई के बाद बदबू गई",hi,"Foul smell gone after drain cleaning in Ward 1",drainage,positive,medium,Ward 1,ward,ward_1,0.80,cluster_drainage_ward1
158,evt_158,"Oxygen cylinders supplied to Ward 2 health centre",en,"Oxygen cylinders supplied to Ward 2 health centre",healthcare,positive,high,Ward 2,ward,ward_2,0.92,cluster_healthcare_ward2
159,evt_159,"Ward 7 me paani ki tanki saaf kar di",hinglish,"Water tank cleaned in Ward 7",water,positive,high,Ward 7,ward,ward_7,0.86,cluster_water_ward7
160,evt_160,"Pedestrian path constructed in Ward 6",en,"Pedestrian path constructed in Ward 6",roads,positive,medium,Ward 6,ward,ward_6,0.78,cluster_roads_ward6
161,evt_161,"Ward 4 me electricity meter replaced",hinglish,"Electricity meter replaced in Ward 4",electricity,positive,low,Ward 4,ward,ward_4,0.73,cluster_electricity_ward4
162,evt_162,"வார்டு 3-ல் கழிவு நீர் கசிவு சரி",ta,"Sewage water leak fixed in Ward 3",sewage,positive,high,Ward 3,ward,ward_3,0.90,cluster_sewage_ward3
163,evt_163,"Garbage burning stopped, air quality improved in Ward 5",en,"Garbage burning stopped, air quality improved in Ward 5",garbage,positive,high,Ward 5,ward,ward_5,0.94,cluster_garbage_ward5
164,evt_164,"Ward 2 me streetlight fuse replaced",hinglish,"Streetlight fuse replaced in Ward 2",streetlight,positive,medium,Ward 2,ward,ward_2,0.81,cluster_streetlight_ward2
165,evt_165,"Water supply restored in Ward 8",en,"Water supply restored in Ward 8",water,positive,high,Ward 8,ward,ward_8,0.95,cluster_water_ward8
166,evt_166,"Ambulance available at Ward 6 health centre",en,"Ambulance available at Ward 6 health centre",healthcare,positive,medium,Ward 6,ward,ward_6,0.83,cluster_healthcare_ward6
167,evt_167,"वार्ड 7 में बिजली के तार बदले",hi,"Electric wires replaced in Ward 7",electricity,positive,high,Ward 7,ward,ward_7,0.91,cluster_electricity_ward7
168,evt_168,"Ward 1 me nali block cleared",hinglish,"Drain blockage cleared in Ward 1",drainage,positive,high,Ward 1,ward,ward_1,0.88,cluster_drainage_ward1
169,evt_169,"Road markings and signs added in Ward 3",en,"Road markings and signs added in Ward 3",roads,positive,low,Ward 3,ward,ward_3,0.76,cluster_roads_ward3
170,evt_170,"Ward 4 me garbage segregation implemented",hinglish,"Garbage segregation implemented in Ward 4",garbage,positive,medium,Ward 4,ward,ward_4,0.79,cluster_garbage_ward4
171,evt_171,"வார்டு 5-ல் தெருவிளக்குகள் வேலை செய்கின்றன",ta,"Streetlights working in Ward 5",streetlight,positive,high,Ward 5,ward,ward_5,0.85,cluster_streetlight_ward5
172,evt_172,"Sewage overflow fixed near Ward 2 hospital",en,"Sewage overflow fixed near Ward 2 hospital",sewage,positive,high,Ward 2,ward,ward_2,0.93,cluster_sewage_ward2
173,evt_173,"Ward 6 me water pipeline leak repaired",hinglish,"Water pipeline leak repaired in Ward 6",water,positive,medium,Ward 6,ward,ward_6,0.82,cluster_water_ward6
174,evt_174,"Basic equipment provided at Ward 8 health centre",en,"Basic equipment provided at Ward 8 health centre",healthcare,positive,high,Ward 8,ward,ward_8,0.87,cluster_healthcare_ward8
175,evt_175,"वार्ड 2 में बिजली की समस्या हल",hi,"Electricity problem resolved in Ward 2",electricity,positive,low,Ward 2,ward,ward_2,0.74,cluster_electricity_ward2
176,evt_176,"Ward 3 me streetlight repair completed",hinglish,"Streetlight repair completed in Ward 3",streetlight,positive,high,Ward 3,ward,ward_3,0.89,cluster_streetlight_ward3
177,evt_177,"Roads in Ward 7 resurfaced after rain",en,"Roads resurfaced after rain in Ward 7",roads,positive,high,Ward 7,ward,ward_7,0.86,cluster_roads_ward7
178,evt_178,"Ward 4 me drainage water mixing stopped",hinglish,"Drainage water mixing stopped in Ward 4",drainage,positive,high,Ward 4,ward,ward_4,0.96,cluster_drainage_ward4
179,evt_179,"வார்டு 6-ல் குப்பை தொட்டி வைக்கப்பட்டது",ta,"Garbage bin placed in Ward 6",garbage,positive,medium,Ward 6,ward,ward_6,0.80,cluster_garbage_ward6
180,evt_180,"Water pressure restored in Ward 1",en,"Water pressure restored in Ward 1",water,positive,high,Ward 1,ward,ward_1,0.90,cluster_water_ward1
181,evt_181,"Ward 5 me streetlights working, crime down",hinglish,"Streetlights working, crime down in Ward 5",streetlight,positive,high,Ward 5,ward,ward_5,0.92,cluster_streetlight_ward5
182,evt_182,"Specialist doctor now at Ward 7 health centre",en,"Specialist doctor now at Ward 7 health centre",healthcare,positive,medium,Ward 7,ward,ward_7,0.81,cluster_healthcare_ward7
183,evt_183,"वार्ड 8 में सीवेज लाइन ठीक",hi,"Sewage line repaired in Ward 8",sewage,positive,high,Ward 8,ward,ward_8,0.89,cluster_sewage_ward8
184,evt_184,"Ward 2 me bijli ka wire replaced",hinglish,"Electric wire replaced in Ward 2",electricity,positive,high,Ward 2,ward,ward_2,0.94,cluster_electricity_ward2
185,evt_185,"Drainage system installed on Ward 4 roads",en,"Drainage system installed on Ward 4 roads",roads,positive,low,Ward 4,ward,ward_4,0.75,cluster_roads_ward4
186,evt_186,"Ward 3 me garbage truck punctual",hinglish,"Garbage truck punctual in Ward 3",garbage,positive,medium,Ward 3,ward,ward_3,0.78,cluster_garbage_ward3
187,evt_187,"24-hour water supply in Ward 6",en,"24-hour water supply in Ward 6",water,positive,high,Ward 6,ward,ward_6,0.84,cluster_water_ward6
188,evt_188,"வார்டு 1-ல் மின் உற்பத்தி நிலையம் சரி",ta,"Power substation repaired in Ward 1",electricity,positive,high,Ward 1,ward,ward_1,0.87,cluster_electricity_ward1
189,evt_189,"Streetlights installed in Ward 2 park area",en,"Streetlights installed in Ward 2 park area",streetlight,positive,medium,Ward 2,ward,ward_2,0.79,cluster_streetlight_ward2
190,evt_190,"Nurses appointed at Ward 4 health centre",en,"Nurses appointed at Ward 4 health centre",healthcare,positive,high,Ward 4,ward,ward_4,0.86,cluster_healthcare_ward4
191,evt_191,"Ward 7 me nala cover, safe for children",hinglish,"Drain covered, safe for children in Ward 7",drainage,positive,high,Ward 7,ward,ward_7,0.91,cluster_drainage_ward7
192,evt_192,"वार्ड 5 में सड़कों पर गड्ढे भरे",hi,"Potholes filled on roads in Ward 5",roads,positive,high,Ward 5,ward,ward_5,0.88,cluster_roads_ward5
193,evt_193,"Ward 8 me bijli ka meter replaced",hinglish,"Electric meter replaced in Ward 8",electricity,positive,low,Ward 8,ward,ward_8,0.72,cluster_electricity_ward8
194,evt_194,"Sewage treatment plant operational in Ward 3",en,"Sewage treatment plant operational in Ward 3",sewage,positive,high,Ward 3,ward,ward_3,0.92,cluster_sewage_ward3
195,evt_195,"Streets in Ward 1 clean now",en,"Streets in Ward 1 clean now",garbage,positive,medium,Ward 1,ward,ward_1,0.83,cluster_garbage_ward1
196,evt_196,"Ward 4 me water tanker supply regular",hinglish,"Water tanker supply regular in Ward 4",water,positive,high,Ward 4,ward,ward_4,0.85,cluster_water_ward4
197,evt_197,"வார்டு 7-ல் சாலை வேலை தரமாக",ta,"Quality road work in Ward 7",roads,positive,medium,Ward 7,ward,ward_7,0.80,cluster_roads_ward7
198,evt_198,"Pharmacy opened at Ward 2 health centre",en,"Pharmacy opened at Ward 2 health centre",healthcare,positive,high,Ward 2,ward,ward_2,0.89,cluster_healthcare_ward2
199,evt_199,"Ward 6 me streetlights installed, safety improved",hinglish,"Streetlights installed, safety improved in Ward 6",streetlight,positive,high,Ward 6,ward,ward_6,0.93,cluster_streetlight_ward6
200,evt_200,"Water supply clean in Ward 8",en,"Clean water supply in Ward 8",water,positive,high,Ward 8,ward,ward_8,0.86,cluster_water_ward8
